"states","indicators","Unit","Date","Value"
"Plateau","CASSAVA","","2006",7264
"Plateau","Cassava (Akpu)","","2006",844
"Plateau","FRUITS (N)","","2006",72672
"Plateau","VEGETABLE (N)","","2006",383394
"Plateau","Fish fresh","","2006",21480
"Plateau","Fish frozen","","2006",11944
"Plateau","Dried fish","","2006",94128
"Plateau","fried fish","","2006",8080
"Plateau","Smoked fish","","2006",1491
"Plateau","Bush meat","","2006",8570
"Plateau","Other Meat","","2006",54323
"Plateau","OTHER ROOT/TUBER","","2006",23319
"Rivers","MAIZE (WHITE)","","2006",25062
"Rivers","MAIZE (YELLOW)","","2006",1682
"Rivers","RICE (LOCAL)","","2006",18887
"Rivers","RICE (AGRIC)","","2006",44370
"Rivers","RICE (IMPORTED)","","2006",149933
"Rivers","MAIZE FLOUR","","2006",1362
"Rivers","CASSAVA FLOUR","","2006",9857
"Rivers","CASSAVA","","2006",81862
"Rivers","Cassava (Akpu)","","2006",1173
"Rivers","FRUITS (N)","","2006",70613
"Rivers","VEGETABLE (N)","","2006",195273
"Rivers","Fish fresh","","2006",134953
"Rivers","Fish frozen","","2006",100282
"Rivers","Dried fish","","2006",241270
"Rivers","fried fish","","2006",4460
"Rivers","Smoked fish","","2006",11388
"Rivers","Bush meat","","2006",44740
"Rivers","Other Meat","","2006",27490
"Rivers","OTHER ROOT/TUBER","","2006",1542
"Sokoto","MAIZE (WHITE)","","2006",45054
"Sokoto","MAIZE (YELLOW)","","2006",4514
"Sokoto","RICE (LOCAL)","","2006",326873
"Sokoto","RICE (AGRIC)","","2006",49472
"Sokoto","RICE (IMPORTED)","","2006",40130
"Sokoto","MAIZE FLOUR","","2006",1000
"Sokoto","CASSAVA FLOUR","","2006",1420
"Sokoto","CASSAVA","","2006",23897
"Sokoto","Cassava (Akpu)","","2006",1050
"Sokoto","FRUITS (N)","","2006",40855
"Sokoto","VEGETABLE (N)","","2006",196457
"Sokoto","Fish fresh","","2006",7570
"Sokoto","Fish frozen","","2006",3582
"Sokoto","Dried fish","","2006",19775
"Sokoto","fried fish","","2006",4302
"Sokoto","Smoked fish","","2006",5128
"Sokoto","Bush meat","","2006",3230
"Sokoto","Other Meat","","2006",69310
"Sokoto","OTHER ROOT/TUBER","","2006",14676
"Taraba","MAIZE (WHITE)","","2006",232149
"Taraba","MAIZE (YELLOW)","","2006",29831
"Taraba","RICE (LOCAL)","","2006",175164
"Taraba","RICE (AGRIC)","","2006",5712
"Taraba","RICE (IMPORTED)","","2006",3130
"Taraba","MAIZE FLOUR","","2006",29610
"Taraba","CASSAVA FLOUR","","2006",68204
"Taraba","CASSAVA","","2006",20180
"Taraba","Cassava (Akpu)","","2006",1712
"Taraba","FRUITS (N)","","2006",55163
"Taraba","VEGETABLE (N)","","2006",303632
"Taraba","Fish fresh","","2006",53114
"Taraba","Fish frozen","","2006",55905
"Taraba","Dried fish","","2006",224179
"Taraba","fried fish","","2006",14450
"Taraba","Smoked fish","","2006",23095
"Taraba","Bush meat","","2006",47908
"Taraba","Other Meat","","2006",67868
"Taraba","OTHER ROOT/TUBER","","2006",9937
"Yobe","MAIZE (WHITE)","","2006",47288
"Yobe","MAIZE (YELLOW)","","2006",1740
"Yobe","RICE (LOCAL)","","2006",138201
"Yobe","RICE (AGRIC)","","2006",135447
"Yobe","RICE (IMPORTED)","","2006",55114
"Yobe","MAIZE FLOUR","","2006",260
"Yobe","CASSAVA FLOUR","","2006",12235
"Yobe","CASSAVA","","2006",12990
"Yobe","Cassava (Akpu)","","2006",150
"Yobe","FRUITS (N)","","2006",54759
"Yobe","VEGETABLE (N)","","2006",278458
"Yobe","Fish fresh","","2006",32272
"Yobe","Fish frozen","","2006",2910
"Yobe","Dried fish","","2006",92434
"Yobe","fried fish","","2006",8920
"Yobe","Smoked fish","","2006",12038
"Yobe","Other Meat","","2006",27448
"Yobe","OTHER ROOT/TUBER","","2006",5310
"Zamfara","MAIZE (WHITE)","","2006",103156
"Zamfara","MAIZE (YELLOW)","","2006",40837
"Zamfara","RICE (LOCAL)","","2006",322554
"Zamfara","RICE (AGRIC)","","2006",12666
"Zamfara","RICE (IMPORTED)","","2006",133109
"Zamfara","MAIZE FLOUR","","2006",7205
"Zamfara","CASSAVA FLOUR","","2006",3510
"Zamfara","CASSAVA","","2006",15415
"Zamfara","Cassava (Akpu)","","2006",600
"Zamfara","FRUITS (N)","","2006",42250
"Zamfara","VEGETABLE (N)","","2006",170256
"Zamfara","Fish fresh","","2006",6410
"Zamfara","Fish frozen","","2006",12811
"Zamfara","Dried fish","","2006",33011
"Zamfara","fried fish","","2006",10120
"Zamfara","Smoked fish","","2006",2620
"Zamfara","Bush meat","","2006",4340
"Zamfara","Other Meat","","2006",128953
"Zamfara","OTHER ROOT/TUBER","","2006",7019
