"states","indicators","Unit","Date","Value"
"Oyo","Area 12","","2010",99.6050032916392
"Oyo","Area 12","","2011",102.464121132324
"Oyo","Prod 12","","2010",82.1507643647865
"Oyo","Prod 12","","2011",86.4700539313086
"Oyo","Area 9","","2010",5.52733969213335
"Oyo","Area 9","","2011",5.3988856360374
"Oyo","Prod 9","","2010",1.01938577696153
"Oyo","Prod 9","","2011",0.987858381797776
"Oyo","Area 10","","2010",107.746208485314
"Oyo","Area 10","","2011",109.0343783688
"Oyo","Prod 10","","2010",33.5700255838904
"Oyo","Prod 10","","2011",36.0599708398669
"Oyo","Palm oil 2","","2010",150.584943977591
"Oyo","Palm oil 2","","2011",107.929479961919
"Oyo","Area 14","","2010",20.8884282224032
"Oyo","Area 14","","2011",21.1996544916091
"Oyo","Prod 14","","2010",6.91621421520237
"Oyo","Prod 14","","2011",7.61621421520237
"Oyo","Kola nuts","","2010",120.18018018018
"Oyo","Kola nuts","","2011",137.296439628483
"Oyo","Area 7","","2010",0.74938406788941
"Oyo","Area 7","","2011",0.7593758555
"Oyo","Prod 7","","2010",6.4957764967753
"Oyo","Prod 7","","2011",6.2792506135
"Plateau","Cashew nuts","","2010",62.7941176470588
"Plateau","Cashew nuts","","2011",65.5875
"Plateau","Area 9","","2010",0.9397487959203
"Plateau","Area 9","","2011",1.0539238832751
"Plateau","Prod 9","","2010",0.86103458830732
"Plateau","Prod 9","","2011",0.834404652586471
"Plateau","Area 7","","2010",2.37133862578702
"Plateau","Area 7","","2011",2.4029564741
"Plateau","Prod 7","","2010",28.9688088579419
"Plateau","Prod 7","","2011",28.003181896
"Plateau","Sugarcane 2","","2010",20.9981481481482
"Plateau","Sugarcane 2","","2011",22.4794695930498
"Rivers","Area 12","","2010",20.8733402064417
"Rivers","Area 12","","2011",22.1011837479971
"Rivers","Prod 12","","2010",15.2451238798102
"Rivers","Prod 12","","2011",16.4178257167187
"Rivers","Area 9","","2010",0.01010482576258
"Rivers","Area 9","","2011",0.011332514873926
"Rivers","Prod 9","","2010",0.00958779716355
"Rivers","Prod 9","","2011",0.008363432302826
"Rivers","Area 10","","2010",0.16317911307353
"Rivers","Area 10","","2011",0.175731352540721
"Rivers","Prod 10","","2010",0.04957910373855
"Rivers","Prod 10","","2011",0.303705537674342
"Rivers","Palm oil 2","","2010",148.425882352941
"Rivers","Palm oil 2","","2011",95.6646366782007
"Rivers","Area 14","","2010",1.2771710964685
"Rivers","Area 14","","2011",1.23698173741362
"Rivers","Prod 14","","2010",0.70397334649556
"Rivers","Prod 14","","2011",0.69397334649556
"Rivers","Area 7","","2010",0.42088694223926
"Rivers","Area 7","","2011",0.4264987681
"Rivers","Prod 7","","2010",3.07131442269277
"Rivers","Prod 7","","2011",2.9689372753
"Rivers","Sugarcane 2","","2010",28.1373393801965
"Rivers","Sugarcane 2","","2011",29.4876543209877
"Sokoto","Area 9","","2010",0.69723297761828
"Sokoto","Area 9","","2011",0.789943526300878
"Sokoto","Prod 9","","2010",0.57402305887154
"Sokoto","Prod 9","","2011",0.55626976839098
"Sokoto","Area 7","","2010",7.61100465370928
"Sokoto","Area 7","","2011",6.0991513824
"Sokoto","Prod 7","","2010",101.285748530335
"Sokoto","Prod 7","","2011",98.912890246
"Sokoto","Sugarcane 2","","2010",28.5943939393939
"Sokoto","Sugarcane 2","","2011",29.4503787878788
"Taraba","Cocoa beans","","2010",165.5
"Taraba","Cocoa beans","","2011",204.113333333333
"Taraba","Cashew nuts","","2010",69.6915843137255
"Taraba","Cashew nuts","","2011",67.4
"Taraba","Area 12","","2010",14.3544784925534
"Taraba","Area 12","","2011",14.0165066391742
"Taraba","Prod 12","","2010",6.11491829204006
"Taraba","Prod 12","","2011",6.08529662219699
"Taraba","Area 10","","2010",9.78114801305433
"Taraba","Area 10","","2011",10.5335440140585
"Taraba","Prod 10","","2010",4.32364446645209
"Taraba","Prod 10","","2011",4.88595361888256
"Taraba","Palm oil 2","","2010",200
"Taraba","Palm oil 2","","2011",86.8487394957983
"Taraba","Area 14","","2010",5.70014416228622
"Taraba","Area 14","","2011",5.52116238894373
"Taraba","Prod 14","","2010",2.61475114412636
"Taraba","Prod 14","","2011",2.70475814412636
"Taraba","Kola nuts","","2010",83.3333333333333
"Taraba","Kola nuts","","2011",86.6666666666667
"Taraba","Area 7","","2010",4.82904462085957
"Taraba","Area 7","","2011",3.8800985491
"Taraba","Prod 7","","2010",51.9543405056789
"Taraba","Prod 7","","2011",49.2891958222
"Taraba","Sugarcane 2","","2010",24.2712962962963
"Taraba","Sugarcane 2","","2011",27.1798919753086
"Yobe","Sugarcane 2","","2010",34
"Yobe","Sugarcane 2","","2011",36
"Zamfara","Area 7","","2010",1.22151986860115
"Zamfara","Area 7","","2011",1.2378866685
"Zamfara","Prod 7","","2010",18.1496489926374
"Zamfara","Prod 7","","2011",17.5446606929
"Zamfara","Sugarcane 2","","2010",23.0675925925926
"Zamfara","Sugarcane 2","","2011",25.0740964394346
